timestamp,threshold,avg_usd,max_usd,samples
2026-01-03T21:47:05.804Z,0.95,43.03,576.00,35
2026-01-03T21:47:05.804Z,0.98,38.26,716.42,183
2026-01-03T21:47:05.804Z,0.985,38.19,716.42,185
2026-01-03T21:47:05.804Z,0.99,39.86,772.35,421
2026-01-03T21:47:05.804Z,0.995,39.86,772.35,421
2026-01-03T21:47:05.804Z,1,72.07,1812.81,1649
2026-01-03T21:48:05.804Z,0.9,52.70,194.33,13
2026-01-03T21:48:05.804Z,0.95,44.48,576.00,36
2026-01-03T21:48:05.804Z,0.98,39.37,716.42,186
2026-01-03T21:48:05.804Z,0.985,39.29,716.42,188
2026-01-03T21:48:05.804Z,0.99,40.31,772.35,431
2026-01-03T21:48:05.804Z,0.995,40.31,772.35,431
2026-01-03T21:48:05.804Z,1,71.47,1812.81,1692
2026-01-03T21:49:05.804Z,0.9,52.70,194.33,13
2026-01-03T21:49:05.804Z,0.95,43.54,576.00,37
2026-01-03T21:49:05.804Z,0.98,39.34,716.42,189
2026-01-03T21:49:05.804Z,0.985,39.26,716.42,191
2026-01-03T21:49:05.804Z,0.99,40.46,772.35,442
2026-01-03T21:49:05.804Z,0.995,40.46,772.35,442
2026-01-03T21:49:05.804Z,1,70.83,1812.81,1732
2026-01-03T21:50:05.804Z,0.9,52.70,194.33,13
2026-01-03T21:50:05.804Z,0.95,43.54,576.00,37
2026-01-03T21:50:05.804Z,0.98,39.34,716.42,189
