timestamp,threshold,hits_0-5min,hits_5-10min,hits_10-15min,hits_15-30min,hits_30-60min,hits_60+min,pct_0-5min,pct_5-10min,pct_10-15min,pct_15-30min,pct_30-60min,pct_60+min
2026-01-04T09:57:30.926Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T09:57:30.926Z,0.95,5,2,2,0,0,0,55.56,22.22,22.22,0.00,0.00,0.00
2026-01-04T09:57:30.926Z,0.98,43,42,29,0,0,0,37.72,36.84,25.44,0.00,0.00,0.00
2026-01-04T09:57:30.926Z,0.985,43,42,29,0,0,0,37.72,36.84,25.44,0.00,0.00,0.00
2026-01-04T09:57:30.926Z,0.99,88,94,73,1,0,0,34.38,36.72,28.52,0.39,0.00,0.00
2026-01-04T09:57:30.926Z,0.995,88,94,73,1,0,0,34.38,36.72,28.52,0.39,0.00,0.00
2026-01-04T09:58:30.926Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T09:58:30.926Z,0.95,10,2,2,0,0,0,71.43,14.29,14.29,0.00,0.00,0.00
2026-01-04T09:58:30.926Z,0.98,58,42,29,0,0,0,44.96,32.56,22.48,0.00,0.00,0.00
2026-01-04T09:58:30.926Z,0.985,58,42,29,0,0,0,44.96,32.56,22.48,0.00,0.00,0.00
2026-01-04T09:58:30.926Z,0.99,112,94,73,1,0,0,40.00,33.57,26.07,0.36,0.00,0.00
2026-01-04T09:58:30.926Z,0.995,112,94,73,1,0,0,40.00,33.57,26.07,0.36,0.00,0.00
2026-01-04T09:59:30.928Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T09:59:30.928Z,0.95,11,2,2,0,0,0,73.33,13.33,13.33,0.00,0.00,0.00
2026-01-04T09:59:30.928Z,0.98,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T09:59:30.928Z,0.985,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T09:59:30.928Z,0.99,117,94,73,1,0,0,41.05,32.98,25.61,0.35,0.00,0.00
2026-01-04T09:59:30.928Z,0.995,117,94,73,1,0,0,41.05,32.98,25.61,0.35,0.00,0.00
2026-01-04T10:00:30.930Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:00:30.930Z,0.95,11,2,2,0,0,0,73.33,13.33,13.33,0.00,0.00,0.00
2026-01-04T10:00:30.930Z,0.98,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T10:00:30.930Z,0.985,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T10:00:30.930Z,0.99,118,94,74,1,0,0,41.11,32.75,25.78,0.35,0.00,0.00
2026-01-04T10:00:30.930Z,0.995,119,94,74,1,0,0,41.32,32.64,25.69,0.35,0.00,0.00
2026-01-04T10:01:30.931Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:01:30.931Z,0.95,11,2,2,0,0,0,73.33,13.33,13.33,0.00,0.00,0.00
2026-01-04T10:01:30.931Z,0.98,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T10:01:30.931Z,0.985,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T10:01:30.931Z,0.99,118,94,74,1,0,0,41.11,32.75,25.78,0.35,0.00,0.00
2026-01-04T10:01:30.931Z,0.995,119,94,74,1,0,0,41.32,32.64,25.69,0.35,0.00,0.00
2026-01-04T10:02:30.931Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:02:30.931Z,0.95,11,2,2,0,0,0,73.33,13.33,13.33,0.00,0.00,0.00
2026-01-04T10:02:30.931Z,0.98,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T10:02:30.931Z,0.985,61,42,29,0,0,0,46.21,31.82,21.97,0.00,0.00,0.00
2026-01-04T10:02:30.931Z,0.99,118,94,74,1,0,0,41.11,32.75,25.78,0.35,0.00,0.00
2026-01-04T10:02:30.931Z,0.995,119,94,74,1,0,0,41.32,32.64,25.69,0.35,0.00,0.00
2026-01-04T10:03:30.931Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:03:30.931Z,0.95,11,2,3,0,0,0,68.75,12.50,18.75,0.00,0.00,0.00
2026-01-04T10:03:30.931Z,0.98,61,42,32,0,0,0,45.19,31.11,23.70,0.00,0.00,0.00
2026-01-04T10:03:30.931Z,0.985,61,42,32,0,0,0,45.19,31.11,23.70,0.00,0.00,0.00
2026-01-04T10:03:30.931Z,0.99,118,94,92,1,0,0,38.69,30.82,30.16,0.33,0.00,0.00
2026-01-04T10:03:30.931Z,0.995,119,94,92,1,0,0,38.89,30.72,30.07,0.33,0.00,0.00
2026-01-04T10:04:30.931Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:04:30.931Z,0.95,11,2,3,0,0,0,68.75,12.50,18.75,0.00,0.00,0.00
2026-01-04T10:04:30.931Z,0.98,61,42,35,0,0,0,44.20,30.43,25.36,0.00,0.00,0.00
2026-01-04T10:04:30.931Z,0.985,61,42,35,0,0,0,44.20,30.43,25.36,0.00,0.00,0.00
2026-01-04T10:04:30.931Z,0.99,118,94,102,1,0,0,37.46,29.84,32.38,0.32,0.00,0.00
2026-01-04T10:04:30.931Z,0.995,119,94,102,1,0,0,37.66,29.75,32.28,0.32,0.00,0.00
2026-01-04T10:05:30.934Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:05:30.934Z,0.95,11,2,3,0,0,0,68.75,12.50,18.75,0.00,0.00,0.00
2026-01-04T10:05:30.934Z,0.98,61,42,40,0,0,0,42.66,29.37,27.97,0.00,0.00,0.00
2026-01-04T10:05:30.934Z,0.985,61,42,40,0,0,0,42.66,29.37,27.97,0.00,0.00,0.00
2026-01-04T10:05:30.934Z,0.99,118,96,120,1,0,0,35.22,28.66,35.82,0.30,0.00,0.00
2026-01-04T10:05:30.934Z,0.995,119,96,120,1,0,0,35.42,28.57,35.71,0.30,0.00,0.00
2026-01-04T10:06:30.935Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:06:30.935Z,0.95,11,2,3,0,0,0,68.75,12.50,18.75,0.00,0.00,0.00
2026-01-04T10:06:30.935Z,0.98,61,51,40,0,0,0,40.13,33.55,26.32,0.00,0.00,0.00
2026-01-04T10:06:30.935Z,0.985,61,51,40,0,0,0,40.13,33.55,26.32,0.00,0.00,0.00
2026-01-04T10:06:30.935Z,0.99,118,111,120,1,0,0,33.71,31.71,34.29,0.29,0.00,0.00
2026-01-04T10:06:30.935Z,0.995,119,111,120,1,0,0,33.90,31.62,34.19,0.28,0.00,0.00
2026-01-04T10:07:30.935Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
